Input String,Response String,text
"I know, So they got in through the Room of Requirement.","I messed up, Harry, We did like you told us: We checked the Marauder’s Map and we couldn’t see Malfoy on it, so we thought he must be in the Room of Requirement, so me, Ginny, and Neville went to keep watch on it . . . but Malfoy got past us.","###Prompt:
Answer as if you are Ron responding to the previous line."
"I messed up, Harry, We did like you told us: We checked the Marauder’s Map and we couldn’t see Malfoy on it, so we thought he must be in the Room of Requirement, so me, Ginny, and Neville went to keep watch on it . . . but Malfoy got past us.","He came out of the room about an hour after we started keeping watch, He was on his own, clutching that awful shriveled arm —","###Prompt:
Answer as if you are Ginny responding to the previous line."
"He came out of the room about an hour after we started keeping watch, He was on his own, clutching that awful shriveled arm —","His Hand of Glory, Gives light only to the holder, remember?","###Prompt:
Answer as if you are Ron responding to the previous line."
"His Hand of Glory, Gives light only to the holder, remember?","Anyway, he must have been checking whether the coast was clear to let the Death Eaters out, because the moment he saw us he threw something into the air and it all went pitch-black —","###Prompt:
Answer as if you are Ginny responding to the previous line."
"Anyway, he must have been checking whether the coast was clear to let the Death Eaters out, because the moment he saw us he threw something into the air and it all went pitch-black —","— Peruvian Instant Darkness Powder, Fred and George’s. I’m going to be having a word with them about who they let buy their products.","###Prompt:
Answer as if you are Ron responding to the previous line."
"— Peruvian Instant Darkness Powder, Fred and George’s. I’m going to be having a word with them about who they let buy their products.","We tried everything, Lumos, Incendio, Nothing would penetrate the darkness; all we could do was grope our way out of the corridor again, and meanwhile we could hear people rushing past us.","###Prompt:
Answer as if you are Ginny responding to the previous line."
"We tried everything, Lumos, Incendio, Nothing would penetrate the darkness; all we could do was grope our way out of the corridor again, and meanwhile we could hear people rushing past us.","Luckily, Ron, Ginny, and Neville ran into us almost immediately and told us what had happened. We found the Death Eaters minutes later, heading in the direction of the Astronomy Tower. Malfoy obviously hadn’t expected more people to be on the watch; he seemed to have exhausted his supply of Darkness Powder, at any rate. A fight broke out, they scattered and we gave chase. One of them, Gibbon, broke away and headed up the tower stairs —","###Prompt:
Answer as if you are Lupin responding to the previous line."
"Luckily, Ron, Ginny, and Neville ran into us almost immediately and told us what had happened. We found the Death Eaters minutes later, heading in the direction of the Astronomy Tower. Malfoy obviously hadn’t expected more people to be on the watch; he seemed to have exhausted his supply of Darkness Powder, at any rate. A fight broke out, they scattered and we gave chase. One of them, Gibbon, broke away and headed up the tower stairs —",To set off the Mark?,"###Prompt:
Answer as if you are Harry responding to the previous line."
To set off the Mark?,"He must have done, yes, they must have arranged that before they left the Room of Requirement, But I don’t think Gibbon liked the idea of waiting up there alone for Dumbledore, because he came running back downstairs to rejoin the fight and was hit by a Killing Curse that just missed me.","###Prompt:
Answer as if you are Lupin responding to the previous line."
"He must have done, yes, they must have arranged that before they left the Room of Requirement, But I don’t think Gibbon liked the idea of waiting up there alone for Dumbledore, because he came running back downstairs to rejoin the fight and was hit by a Killing Curse that just missed me.","So if Ron was watching the Room of Requirement with Ginny and Neville, were you — ?","###Prompt:
Answer as if you are Harry responding to the previous line."
"So if Ron was watching the Room of Requirement with Ginny and Neville, were you — ?","Outside Snape’s office, yes, with Luna. We hung around for ages outside it and nothing happened.. . . We didn’t know what was going on upstairs, Ron had taken the map. . . . It was nearly midnight when Professor Flitwick came sprinting down into the dungeons.He was shouting about Death Eaters in the castle, I don’t think he really registered that Luna and I were there at all, he just burst his way into Snape’s office","###Prompt:
Answer as if you are Hermione responding to the previous line."
"Outside Snape’s office, yes, with Luna. We hung around for ages outside it and nothing happened.. . . We didn’t know what was going on upstairs, Ron had taken the map. . . . It was nearly midnight when Professor Flitwick came sprinting down into the dungeons.He was shouting about Death Eaters in the castle, I don’t think he really registered that Luna and I were there at all, he just burst his way into Snape’s office",What?,"###Prompt:
Answer as if you are Harry responding to the previous line."
What?,"We went into his office to see if we could help Professor Flitwick and found him unconscious on the floor . . . and oh, it’s so obvious now, Snape must have Stupefied Flitwick, but we didn’t realize, Harry, we didn’t realize, we just let Snape go!”","###Prompt:
Answer as if you are Hermione responding to the previous line."
"We went into his office to see if we could help Professor Flitwick and found him unconscious on the floor . . . and oh, it’s so obvious now, Snape must have Stupefied Flitwick, but we didn’t realize, Harry, we didn’t realize, we just let Snape go!”","We were in trouble, we were losing, Gibbon was down, but the rest of the Death Eaters seemed ready to fight to the death. Neville had been hurt, Bill had been savaged by Greyback . . . It was all dark . . . curses flying everywhere . . . The Malfoy boy had vanished, he must have slipped past, up the stairs . . . then more of them ran after him, but one of them blocked the stair behind them with some kind of curse. . . . Neville ran at it and got thrown up into the air —","###Prompt:
Answer as if you are Tonks responding to the previous line."
"We were in trouble, we were losing, Gibbon was down, but the rest of the Death Eaters seemed ready to fight to the death. Neville had been hurt, Bill had been savaged by Greyback . . . It was all dark . . . curses flying everywhere . . . The Malfoy boy had vanished, he must have slipped past, up the stairs . . . then more of them ran after him, but one of them blocked the stair behind them with some kind of curse. . . . Neville ran at it and got thrown up into the air —","None of us could break through, and that massive Death Eater was still firing off jinxes all over the place, they were bouncing off the walls and barely missing us. . . .","###Prompt:
Answer as if you are Ron responding to the previous line."
"None of us could break through, and that massive Death Eater was still firing off jinxes all over the place, they were bouncing off the walls and barely missing us. . . .","And then Snape was there,","###Prompt:
Answer as if you are Tonks responding to the previous line."
"And then Snape was there,","I saw him running toward us, but that huge Death Eater’s jinx just missed me right afterward and I ducked and lost track of things,","###Prompt:
Answer as if you are Ginny responding to the previous line."
"I saw him running toward us, but that huge Death Eater’s jinx just missed me right afterward and I ducked and lost track of things,","I saw him run straight through the cursed barrier as though it wasn’t there, I tried to follow him, but was thrown back just like Neville. . . .","###Prompt:
Answer as if you are Lupin responding to the previous line."
"I saw him run straight through the cursed barrier as though it wasn’t there, I tried to follow him, but was thrown back just like Neville. . . .","He must have known a spell we didn’t, After all — he was the Defense Against the Dark Arts teacher. . . . I just assumed that he was in a hurry to chase after the Death Eaters who’d escaped up to the tower. . . .","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"He must have known a spell we didn’t, After all — he was the Defense Against the Dark Arts teacher. . . . I just assumed that he was in a hurry to chase after the Death Eaters who’d escaped up to the tower. . . .","What? but to help them, not to stop them . . . and I’ll bet you had to have a Dark Mark to get through that barrier — so what happened when he came back down?","###Prompt:
Answer as if you are Harry responding to the previous line."
"What? but to help them, not to stop them . . . and I’ll bet you had to have a Dark Mark to get through that barrier — so what happened when he came back down?","Well, the big Death Eater had just fired off a hex that caused half the ceiling to fall in, and also broke the curse blocking the stairs,","###Prompt:
Answer as if you are Lupin responding to the previous line."
"Well, the big Death Eater had just fired off a hex that caused half the ceiling to fall in, and also broke the curse blocking the stairs,","We just let them pass, We thought they were being chased by the Death Eaters — and next thing, the other Death Eaters and Greyback were back and we were fighting again — I thought I heard Snape shout something, but I don’t know what —","###Prompt:
Answer as if you are Tonks responding to the previous line."
"We just let them pass, We thought they were being chased by the Death Eaters — and next thing, the other Death Eaters and Greyback were back and we were fighting again — I thought I heard Snape shout something, but I don’t know what —","He’d done what he’d meant to do.Mrs. Weasley: Bill, Oh, Bill!","###Prompt:
Answer as if you are Harry responding to the previous line."
"He’d done what he’d meant to do.Mrs. Weasley: Bill, Oh, Bill!",You said Greyback attacked him? But he hadn’t transformed? So what does that mean? What will happen to Bill?,"###Prompt:
Answer as if you are Weasley responding to the previous line."
You said Greyback attacked him? But he hadn’t transformed? So what does that mean? What will happen to Bill?,"We don’t yet know,","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"We don’t yet know,","There will probably be some contamination, Arthur, It is an odd case, possibly unique. . . . We don’t know what his behavior might be like when he awakens. . . .","###Prompt:
Answer as if you are Lupin responding to the previous line."
"There will probably be some contamination, Arthur, It is an odd case, possibly unique. . . . We don’t know what his behavior might be like when he awakens. . . .","And Dumbledore . . . Minerva, is it true . . . Is he really . . . ? Dumbledore’s dead
Mrs. Weasley: Of course, it doesn’t matter how he looks. . . . It’s not r-really important . . . but he was a very handsome little b-boy . . . always very handsome . . . and he was g-going to be married!
 Fleur: And what do you mean by zat? What do you mean, ‘’e was going to be married? ’
Mrs. Weasley: “Well — only that —”
 Fleur: You theenk Bill will not wish to marry me anymore? You theenk, because of these bites, he will not love me?
Mrs. Weasley: No, that’s not what I —
 Fleur: Because ’e will! It would take more zan a werewolf to stop Bill loving me!
Mrs. Weasley: Well, yes, I’m sure,
 Fleur: You thought I would not weesh to marry him? Or per’aps, you hoped? What do I care how he looks? I am good-looking enough for both of us, I theenk! All these scars show is zat my husband is brave! And I shall do zat!
Mrs. Weasley: Bill, has a very beautiful tiara — goblin-made — which I am sure I could persuade her to lend you for the wedding.She is very fond of Bill, you know and it would look lovely with your hair.
 Fleur: Thank you, I am sure zat will be lovely.","###Prompt:
Answer as if you are Weasley responding to the previous line."
"And Dumbledore . . . Minerva, is it true . . . Is he really . . . ? Dumbledore’s dead
Mrs. Weasley: Of course, it doesn’t matter how he looks. . . . It’s not r-really important . . . but he was a very handsome little b-boy . . . always very handsome . . . and he was g-going to be married!
 Fleur: And what do you mean by zat? What do you mean, ‘’e was going to be married? ’
Mrs. Weasley: “Well — only that —”
 Fleur: You theenk Bill will not wish to marry me anymore? You theenk, because of these bites, he will not love me?
Mrs. Weasley: No, that’s not what I —
 Fleur: Because ’e will! It would take more zan a werewolf to stop Bill loving me!
Mrs. Weasley: Well, yes, I’m sure,
 Fleur: You thought I would not weesh to marry him? Or per’aps, you hoped? What do I care how he looks? I am good-looking enough for both of us, I theenk! All these scars show is zat my husband is brave! And I shall do zat!
Mrs. Weasley: Bill, has a very beautiful tiara — goblin-made — which I am sure I could persuade her to lend you for the wedding.She is very fond of Bill, you know and it would look lovely with your hair.
 Fleur: Thank you, I am sure zat will be lovely.","You see! She still wants to marry him, even though he’s been bitten! She doesn’t care!","###Prompt:
Answer as if you are Tonks responding to the previous line."
"You see! She still wants to marry him, even though he’s been bitten! She doesn’t care!","It’s different, Bill will not be a full werewolf. The cases are completely —","###Prompt:
Answer as if you are Lupin responding to the previous line."
"It’s different, Bill will not be a full werewolf. The cases are completely —","But I don’t care either, I don’t care! I’ve told you a million times. . . .","###Prompt:
Answer as if you are Tonks responding to the previous line."
"But I don’t care either, I don’t care! I’ve told you a million times. . . .","And I’ve told you a million times, that I am too old for you, too poor . . . too dangerous. . . .
Mrs. Weasley: I’ve said all along you’re taking a ridiculous line on this, Remus,","###Prompt:
Answer as if you are Lupin responding to the previous line."
"And I’ve told you a million times, that I am too old for you, too poor . . . too dangerous. . . .
Mrs. Weasley: I’ve said all along you’re taking a ridiculous line on this, Remus,","I am not being ridiculous, Tonks deserves somebody young and whole.
Mrs. Weasley: But she wants you, And after all, Remus, young and whole men do not necessarily remain so.","###Prompt:
Answer as if you are Lupin responding to the previous line."
"I am not being ridiculous, Tonks deserves somebody young and whole.
Mrs. Weasley: But she wants you, And after all, Remus, young and whole men do not necessarily remain so.","This is . . . not the moment to discuss it, Dumbledore is dead. . . .","###Prompt:
Answer as if you are Lupin responding to the previous line."
"This is . . . not the moment to discuss it, Dumbledore is dead. . . .","Dumbledore would have been happier than anybody to think that there was a little more love in the world,","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"Dumbledore would have been happier than anybody to think that there was a little more love in the world,","I’ve . . . I’ve done it, Professor, M-moved him. Professor Sprout’s got the kids back in bed. Professor Flitwick’s lyin’ down, but he says he’ll be all righ’ in a jiffy, an’ Professor Slughorn says the Ministry’s bin informed.","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"I’ve . . . I’ve done it, Professor, M-moved him. Professor Sprout’s got the kids back in bed. Professor Flitwick’s lyin’ down, but he says he’ll be all righ’ in a jiffy, an’ Professor Slughorn says the Ministry’s bin informed.","Thank you, I shall have to see the Ministry when they get here. Hagrid, please tell the Heads of Houses — Slughorn can represent Slytherin — that I want to see them in my office forthwith. I would like you to join us too. Before I meet them I would like a quick word with you, Harry. If you’ll come with me. . . .","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"Thank you, I shall have to see the Ministry when they get here. Hagrid, please tell the Heads of Houses — Slughorn can represent Slytherin — that I want to see them in my office forthwith. I would like you to join us too. Before I meet them I would like a quick word with you, Harry. If you’ll come with me. . . .","“See you in a bit”McGonagall: Harry, I would like to know what you and Professor Dumbledore were doing this evening when you left the school.","###Prompt:
Answer as if you are Harry responding to the previous line."
"“See you in a bit”McGonagall: Harry, I would like to know what you and Professor Dumbledore were doing this evening when you left the school.","I can’t tell you that, Professor,","###Prompt:
Answer as if you are Harry responding to the previous line."
"I can’t tell you that, Professor,","Harry,","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"Harry,","It is, very, but he didn’t want me to tell anyone.","###Prompt:
Answer as if you are Harry responding to the previous line."
"It is, very, but he didn’t want me to tell anyone.","Potter — Harry registered the renewed use of his surname —in the light of Professor Dumbledore’s death, I think you must see that the situation has changed somewhat —","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"Potter — Harry registered the renewed use of his surname —in the light of Professor Dumbledore’s death, I think you must see that the situation has changed somewhat —","I don’t think so, Professor Dumbledore never told me to stop following his orders if he died.","###Prompt:
Answer as if you are Harry responding to the previous line."
"I don’t think so, Professor Dumbledore never told me to stop following his orders if he died.",But —,"###Prompt:
Answer as if you are McGonagall responding to the previous line."
But —,"There’s one thing you should know before the Ministry gets here, though. Madam Rosmerta’s under the Imperius Curse, she was helping Malfoy and the Death Eaters, that’s how the necklace and the poisoned mead —","###Prompt:
Answer as if you are Harry responding to the previous line."
"There’s one thing you should know before the Ministry gets here, though. Madam Rosmerta’s under the Imperius Curse, she was helping Malfoy and the Death Eaters, that’s how the necklace and the poisoned mead —",Rosmerta?,"###Prompt:
Answer as if you are McGonagall responding to the previous line."
Rosmerta?,Snape! Snape! I taught him! I thought I knew him!,"###Prompt:
Answer as if you are Slughorn responding to the previous line."
Snape! Snape! I taught him! I thought I knew him!,"Minerva, the Minister will be here within seconds, he has just Disapparated from the Ministry.","###Prompt:
Answer as if you are Everard responding to the previous line."
"Minerva, the Minister will be here within seconds, he has just Disapparated from the Ministry.","Thank you, I want to talk about what happens to Hogwarts before he gets here, Personally, I am not convinced that the school should reopen next year. The death of the headmaster at the hands of one of our colleagues is a terrible stain upon Hogwarts’s history. It is horrible.
  Sprout: I am sure Dumbledore would have wanted the school to remain open, I feel that if a single pupil wants to come, then the school ought to remain open for that pupil.","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"Thank you, I want to talk about what happens to Hogwarts before he gets here, Personally, I am not convinced that the school should reopen next year. The death of the headmaster at the hands of one of our colleagues is a terrible stain upon Hogwarts’s history. It is horrible.
  Sprout: I am sure Dumbledore would have wanted the school to remain open, I feel that if a single pupil wants to come, then the school ought to remain open for that pupil.",But will we have a single pupil after this? Parents will want to keep their children at home and I can’t say I blame them.,"###Prompt:
Answer as if you are Slughorn responding to the previous line."
But will we have a single pupil after this? Parents will want to keep their children at home and I can’t say I blame them.,"I agree, And in any case, it is not true to say that Dumbledore never envisaged a situation in which Hogwarts might close. When the Chamber of Secrets reopened he considered the closure of the school — and I must say that Professor Dumbledore’s murder is more disturbing to me than the idea of Slytherin’s monster living undetected in the bowels of the castle. . . .
  Flitwick : We must consult the governors, We must follow the established procedures. A decision should not be made hastily.","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"I agree, And in any case, it is not true to say that Dumbledore never envisaged a situation in which Hogwarts might close. When the Chamber of Secrets reopened he considered the closure of the school — and I must say that Professor Dumbledore’s murder is more disturbing to me than the idea of Slytherin’s monster living undetected in the bowels of the castle. . . .
  Flitwick : We must consult the governors, We must follow the established procedures. A decision should not be made hastily.","Hagrid, you haven’t said anything, What are your views, ought Hogwarts to remain open?","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"Hagrid, you haven’t said anything, What are your views, ought Hogwarts to remain open?","I dunno, Professor . . . that’s fer the Heads of House an’ the headmistress ter decide . . .","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"I dunno, Professor . . . that’s fer the Heads of House an’ the headmistress ter decide . . .","Professor Dumbledore always valued your views, and so do I.","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"Professor Dumbledore always valued your views, and so do I.","Well, I’m stayin’, It’s me home, it’s bin me home since I was thirteen. An’ if there’s kids who wan’ me ter teach ’em, I’ll do it. But . . . I dunno . . . Hogwarts without Dumbledore . . .","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"Well, I’m stayin’, It’s me home, it’s bin me home since I was thirteen. An’ if there’s kids who wan’ me ter teach ’em, I’ll do it. But . . . I dunno . . . Hogwarts without Dumbledore . . .","Very well, then I must agree with Filius that the right thing to do is to consult the governors, who will make the final decision. Now, as to getting students home . . . there is an argument for doing it sooner rather than later. We could arrange for the Hogwarts Express to come tomorrow if necessary —","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"Very well, then I must agree with Filius that the right thing to do is to consult the governors, who will make the final decision. Now, as to getting students home . . . there is an argument for doing it sooner rather than later. We could arrange for the Hogwarts Express to come tomorrow if necessary —",What about Dumbledore’s funeral?,"###Prompt:
Answer as if you are Harry responding to the previous line."
What about Dumbledore’s funeral?,"Well . . . I — I know that it was Dumbledore’s wish to be laid to rest here, at Hogwarts —","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"Well . . . I — I know that it was Dumbledore’s wish to be laid to rest here, at Hogwarts —","Then that’s what’ll happen, isn’t it?","###Prompt:
Answer as if you are Harry responding to the previous line."
"Then that’s what’ll happen, isn’t it?","If the Ministry thinks it appropriate,","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"If the Ministry thinks it appropriate,","No other headmaster or headmistress ever gave more to this school,
  Flitwick : Hogwarts should be Dumbledore’s final resting place,
  Sprout: Absolutely,","###Prompt:
Answer as if you are Hagrid responding to the previous line."
"No other headmaster or headmistress ever gave more to this school,
  Flitwick : Hogwarts should be Dumbledore’s final resting place,
  Sprout: Absolutely,","And in that case, you shouldn’t send the students home until the funeral’s over. They’ll want to say —
  Sprout: Good-bye.
  Flitwick : Well said, Well said indeed! Our students should pay tribute, it is fitting. We can arrange transport home afterward.
  Sprout: Seconded,","###Prompt:
Answer as if you are Harry responding to the previous line."
"And in that case, you shouldn’t send the students home until the funeral’s over. They’ll want to say —
  Sprout: Good-bye.
  Flitwick : Well said, Well said indeed! Our students should pay tribute, it is fitting. We can arrange transport home afterward.
  Sprout: Seconded,",I suppose . . . yes . . .,"###Prompt:
Answer as if you are Hagrid responding to the previous line."
I suppose . . . yes . . .,"He’s coming, The Minister . . . and by the looks of it, he’s brought a delegation . . .","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"He’s coming, The Minister . . . and by the looks of it, he’s brought a delegation . . .","Can I leave, Professor?","###Prompt:
Answer as if you are Harry responding to the previous line."
"Can I leave, Professor?","You may, And quickly.Fat lady: Is it true? It is really true? Dumbledore — dead?","###Prompt:
Answer as if you are McGonagall responding to the previous line."
"You may, And quickly.Fat lady: Is it true? It is really true? Dumbledore — dead?","Yes,Harry: They’re talking about closing the school,","###Prompt:
Answer as if you are Harry responding to the previous line."
"Yes,Harry: They’re talking about closing the school,","Lupin said they would, So? Did you find one? Did you get it? A — a Horcrux? You didn’t get it? It wasn’t there? “Already taken — ?” R.A.B., but who was that?","###Prompt:
Answer as if you are Ron responding to the previous line."
"Lupin said they would, So? Did you find one? Did you get it? A — a Horcrux? You didn’t get it? It wasn’t there? “Already taken — ?” R.A.B., but who was that?","We don’t yet know, Fleur: . . . so eet ees lucky ’e is marrying me, because ze British overcook their meat, I ’ave always said this.","###Prompt:
Answer as if you are Harry responding to the previous line."
"We don’t yet know, Fleur: . . . so eet ees lucky ’e is marrying me, because ze British overcook their meat, I ’ave always said this.","I suppose I’m just going to have to accept that he really is going to marry her,","###Prompt:
Answer as if you are Ginny responding to the previous line."
"I suppose I’m just going to have to accept that he really is going to marry her,","She’s not that bad, Ugly, though,","###Prompt:
Answer as if you are Harry responding to the previous line."
"She’s not that bad, Ugly, though,","Well, I suppose if Mum can stand it, I can.","###Prompt:
Answer as if you are Ginny responding to the previous line."
"Well, I suppose if Mum can stand it, I can.",Anyone else we know died?,"###Prompt:
Answer as if you are Ron responding to the previous line."
Anyone else we know died?,"No, They’re still looking for Snape but no sign . . .","###Prompt:
Answer as if you are Hermione responding to the previous line."
"No, They’re still looking for Snape but no sign . . .","Of course there isn’t, They won’t find Snape till they find Voldemort, and seeing as they’ve never managed to do that in all this time . . .","###Prompt:
Answer as if you are Harry responding to the previous line."
"Of course there isn’t, They won’t find Snape till they find Voldemort, and seeing as they’ve never managed to do that in all this time . . .","I’m going to go to bed, I haven’t been sleeping that well since . . . well . . . I could do with some sleep.","###Prompt:
Answer as if you are Ginny responding to the previous line."
"I’m going to go to bed, I haven’t been sleeping that well since . . . well . . . I could do with some sleep.","Harry, I found something out this morning, in the library.","###Prompt:
Answer as if you are Hermione responding to the previous line."
"Harry, I found something out this morning, in the library.",R.A.B.? . . the cup . . . the snake . . . something of Gryffindor’s or Ravenclaw’s .,"###Prompt:
Answer as if you are Harry responding to the previous line."
R.A.B.? . . the cup . . . the snake . . . something of Gryffindor’s or Ravenclaw’s .,"No, I’ve been trying, Harry, but I haven’t found anything. . . . There are a couple of reasonably well-known wizards with those initials — Rosalind Antigone Bungs . . . Rupert ‘Axebanger’ Brookstanton . . . but they don’t seem to fit at all. Judging by that note, the person who stole the Horcrux knew Voldemort, and I can’t find a shred of evidence that Bungs or Axebanger ever had anything to do with him. . . . No, actually, it’s about . . . well, Snape.","###Prompt:
Answer as if you are Hermione responding to the previous line."
"No, I’ve been trying, Harry, but I haven’t found anything. . . . There are a couple of reasonably well-known wizards with those initials — Rosalind Antigone Bungs . . . Rupert ‘Axebanger’ Brookstanton . . . but they don’t seem to fit at all. Judging by that note, the person who stole the Horcrux knew Voldemort, and I can’t find a shred of evidence that Bungs or Axebanger ever had anything to do with him. . . . No, actually, it’s about . . . well, Snape.",What about him?,"###Prompt:
Answer as if you are Harry responding to the previous line."
What about him?,"Well, it’s just that I was sort of right about the Half-Blood Prince business,","###Prompt:
Answer as if you are Hermione responding to the previous line."
"Well, it’s just that I was sort of right about the Half-Blood Prince business,","D’you have to rub it in, Hermione? How d’you think I feel about that now?","###Prompt:
Answer as if you are Harry responding to the previous line."
"D’you have to rub it in, Hermione? How d’you think I feel about that now?","No — no — Harry, I didn’t mean that! It’s just that I was right about Eileen Prince once owning the book. You see . . . she was Snape’s mother!","###Prompt:
Answer as if you are Hermione responding to the previous line."
"No — no — Harry, I didn’t mean that! It’s just that I was right about Eileen Prince once owning the book. You see . . . she was Snape’s mother!","I thought she wasn’t much of a looker,","###Prompt:
Answer as if you are Ron responding to the previous line."
"I thought she wasn’t much of a looker,","I was going through the rest of the old Prophets and there was a tiny announcement about Eileen Prince marrying a man called Tobias Snape, and then later an announcement saying that she’d given birth to a —","###Prompt:
Answer as if you are Hermione responding to the previous line."
"I was going through the rest of the old Prophets and there was a tiny announcement about Eileen Prince marrying a man called Tobias Snape, and then later an announcement saying that she’d given birth to a —","— murderer,","###Prompt:
Answer as if you are Harry responding to the previous line."
"— murderer,","Well . . . yes, So . . . I was sort of right. Snape must have been proud of being ‘half a Prince,’ you see? Tobias Snape was a Muggle from what it said in the Prophet.","###Prompt:
Answer as if you are Hermione responding to the previous line."
"Well . . . yes, So . . . I was sort of right. Snape must have been proud of being ‘half a Prince,’ you see? Tobias Snape was a Muggle from what it said in the Prophet.","Yeah, that fits, He’d play up the pure-blood side so he could get in with Lucius Malfoy and the rest of them. . . . He’s just like Voldemort. Pure-blood mother, Muggle father . . . ashamed of his parentage, trying to make himself feared using the Dark Arts, gave himself an impressive new name — Lord Voldemort — the Half-Blood Prince — how could Dumbledore have missed — ?","###Prompt:
Answer as if you are Harry responding to the previous line."
"Yeah, that fits, He’d play up the pure-blood side so he could get in with Lucius Malfoy and the rest of them. . . . He’s just like Voldemort. Pure-blood mother, Muggle father . . . ashamed of his parentage, trying to make himself feared using the Dark Arts, gave himself an impressive new name — Lord Voldemort — the Half-Blood Prince — how could Dumbledore have missed — ?","I still don’t get why he didn’t turn you in for using that book, He must’ve known where you were getting it all from.","###Prompt:
Answer as if you are Ron responding to the previous line."
"I still don’t get why he didn’t turn you in for using that book, He must’ve known where you were getting it all from.","He knew, He knew when I used Sectumsempra.  He didn’t really need Legilimency.. . . He might even have known before then, with Slughorn talking about how brilliant I was at Potions. . . . Shouldn’t have left his old book in the bottom of that cupboard, should he?","###Prompt:
Answer as if you are Harry responding to the previous line."
"He knew, He knew when I used Sectumsempra.  He didn’t really need Legilimency.. . . He might even have known before then, with Slughorn talking about how brilliant I was at Potions. . . . Shouldn’t have left his old book in the bottom of that cupboard, should he?",But why didn’t he turn you in?,"###Prompt:
Answer as if you are Ron responding to the previous line."
But why didn’t he turn you in?,"I don’t think he wanted to associate himself with that book, I don’t think Dumbledore would have liked it very much if he’d known. And even if Snape pretended it hadn’t been his, Slughorn would have recognized his writing at once. Anyway, the book was left in Snape’s old classroom, and I’ll bet Dumbledore knew his mother was called ‘Prince. ’","###Prompt:
Answer as if you are Hermione responding to the previous line."
"I don’t think he wanted to associate himself with that book, I don’t think Dumbledore would have liked it very much if he’d known. And even if Snape pretended it hadn’t been his, Slughorn would have recognized his writing at once. Anyway, the book was left in Snape’s old classroom, and I’ll bet Dumbledore knew his mother was called ‘Prince. ’","I should’ve shown the book to Dumbledore, All that time he was showing me how Voldemort was evil even when he was at school, and I had proof Snape was too —","###Prompt:
Answer as if you are Harry responding to the previous line."
"I should’ve shown the book to Dumbledore, All that time he was showing me how Voldemort was evil even when he was at school, and I had proof Snape was too —","‘Evil’ is a strong word,","###Prompt:
Answer as if you are Hermione responding to the previous line."
"‘Evil’ is a strong word,",You were the one who kept telling me the book was dangerous!,"###Prompt:
Answer as if you are Harry responding to the previous line."
You were the one who kept telling me the book was dangerous!,"I’m trying to say, Harry, that you’re putting too much blame on yourself. I thought the Prince seemed to have a nasty sense of humor, but I would never have guessed he was a potential killer. . . .","###Prompt:
Answer as if you are Hermione responding to the previous line."
"I’m trying to say, Harry, that you’re putting too much blame on yourself. I thought the Prince seemed to have a nasty sense of humor, but I would never have guessed he was a potential killer. . . .","None of us could’ve guessed Snape would . . . you know,Scrimgeour: Harry! I’ve been hoping to have a word . . . do you mind if I walk a little way with you?","###Prompt:
Answer as if you are Ron responding to the previous line."
"None of us could’ve guessed Snape would . . . you know,Scrimgeour: Harry! I’ve been hoping to have a word . . . do you mind if I walk a little way with you?","No,","###Prompt:
Answer as if you are Harry responding to the previous line."
"No,","Harry, this was a dreadful tragedy, I cannot tell you how appalled I was to hear of it. Dumbledore was a very great wizard. We had our disagreements, as you know, but no one knows better than I —","###Prompt:
Answer as if you are Scrimgeour responding to the previous line."
"Harry, this was a dreadful tragedy, I cannot tell you how appalled I was to hear of it. Dumbledore was a very great wizard. We had our disagreements, as you know, but no one knows better than I —",What do you want?,"###Prompt:
Answer as if you are Harry responding to the previous line."
What do you want?,"You are, of course, devastated, I know that you were very close to Dumbledore. I think you may have been his favorite pupil ever. The bond between the two of you —","###Prompt:
Answer as if you are Scrimgeour responding to the previous line."
"You are, of course, devastated, I know that you were very close to Dumbledore. I think you may have been his favorite pupil ever. The bond between the two of you —",What do you want?,"###Prompt:
Answer as if you are Harry responding to the previous line."
What do you want?,The word is that you were with him when he left the school the night that he died.,"###Prompt:
Answer as if you are Scrimgeour responding to the previous line."
The word is that you were with him when he left the school the night that he died.,Whose word?,"###Prompt:
Answer as if you are Harry responding to the previous line."
Whose word?,"Somebody Stupefied a Death Eater on top of the tower after Dumbledore died. There were also two broomsticks up there. The Ministry can add two and two, Harry.","###Prompt:
Answer as if you are Scrimgeour responding to the previous line."
